,name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,artist_name,artist_genres,artist_popularity,track_popularity
328,I Am No Fun,0.74,0.626,2.0,-4.116,0.0,0.277,0.729,0.000888,0.0635,0.493,84.967,track,292oT9FMsPKaVYzcFyxprI,spotify:track:292oT9FMsPKaVYzcFyxprI,https://api.spotify.com/v1/tracks/292oT9FMsPKaVYzcFyxprI,https://api.spotify.com/v1/audio-analysis/292oT9FMsPKaVYzcFyxprI,198873,4.0,Flawed Mangoes,['chill pop'],46.0,48.0
329,Cali,0.627,0.587,0.0,-10.705,1.0,0.0643,0.562,0.341,0.107,0.714,168.075,track,4Rb5dm817OISOzubC0DgYK,spotify:track:4Rb5dm817OISOzubC0DgYK,https://api.spotify.com/v1/tracks/4Rb5dm817OISOzubC0DgYK,https://api.spotify.com/v1/audio-analysis/4Rb5dm817OISOzubC0DgYK,191123,4.0,De Rien,[],27.0,34.0
330,Chances,0.596,0.659,2.0,-5.995,1.0,0.0511,0.356,0.000332,0.0882,0.0715,122.074,track,3PbzcTAopXj1RcijNPyhdc,spotify:track:3PbzcTAopXj1RcijNPyhdc,https://api.spotify.com/v1/tracks/3PbzcTAopXj1RcijNPyhdc,https://api.spotify.com/v1/audio-analysis/3PbzcTAopXj1RcijNPyhdc,220328,4.0,Attom,"['future bass', 'new french touch', 'pop edm', 'vapor soul', 'vapor twitch']",54.0,27.0
331,Where I Want to Be,0.844,0.57,9.0,-6.625,0.0,0.119,0.0271,0.0129,0.393,0.0703,120.995,track,3IE5D302dPDHpzP8KvcnhV,spotify:track:3IE5D302dPDHpzP8KvcnhV,https://api.spotify.com/v1/tracks/3IE5D302dPDHpzP8KvcnhV,https://api.spotify.com/v1/audio-analysis/3IE5D302dPDHpzP8KvcnhV,318843,4.0,Slater Manzo,['canadian electronic'],35.0,46.0
332,Love Me - Felix Cartal's Chill Mix,0.651,0.806,8.0,-3.458,1.0,0.0525,0.0233,0.267,0.104,0.21,121.05,track,7yaMJeDKiDCGC35LrP6EYU,spotify:track:7yaMJeDKiDCGC35LrP6EYU,https://api.spotify.com/v1/tracks/7yaMJeDKiDCGC35LrP6EYU,https://api.spotify.com/v1/audio-analysis/7yaMJeDKiDCGC35LrP6EYU,221901,4.0,Felix Cartal,"['canadian electronic', 'edm', 'electro house', 'electropop', 'indie poptimism', 'pop dance', 'pop edm', 'tropical house']",63.0,56.0
333,Air,0.387,0.823,8.0,-9.929,1.0,0.037,0.369,0.72,0.118,0.308,120.013,track,4tPDYI47C2Hu7gCgrxLtbv,spotify:track:4tPDYI47C2Hu7gCgrxLtbv,https://api.spotify.com/v1/tracks/4tPDYI47C2Hu7gCgrxLtbv,https://api.spotify.com/v1/audio-analysis/4tPDYI47C2Hu7gCgrxLtbv,179439,4.0,Cub Sport,"['australian indie', 'australian indie rock', 'australian pop', 'brisbane indie']",57.0,24.0
334,I feel alive,0.273,0.125,6.0,-16.274,1.0,0.04,0.984,0.78,0.074,0.0562,122.332,track,1UkZ9jY2M2wO1pQgOn0CWf,spotify:track:1UkZ9jY2M2wO1pQgOn0CWf,https://api.spotify.com/v1/tracks/1UkZ9jY2M2wO1pQgOn0CWf,https://api.spotify.com/v1/audio-analysis/1UkZ9jY2M2wO1pQgOn0CWf,135241,4.0,Duskus,"['electronic trap', 'future bass', 'pop edm', 'vapor twitch']",50.0,26.0
335,Ain't Deep Enough - Bonsai Mammal Chill Mix,0.737,0.765,7.0,-6.833,1.0,0.0405,0.0437,0.000391,0.117,0.309,115.029,track,12MNEV2Dk9GL0gZxhgDaLe,spotify:track:12MNEV2Dk9GL0gZxhgDaLe,https://api.spotify.com/v1/tracks/12MNEV2Dk9GL0gZxhgDaLe,https://api.spotify.com/v1/audio-analysis/12MNEV2Dk9GL0gZxhgDaLe,179896,4.0,Autograf,"['deep tropical house', 'edm', 'electropop', 'house', 'indie poptimism', 'nu disco', 'pop dance', 'pop edm', 'tropical house', 'vapor soul', 'vapor twitch']",61.0,35.0
336,Crystal Castle,0.662,0.516,0.0,-7.104,1.0,0.0293,0.288,0.0103,0.145,0.358,92.982,track,70MrWvJ87mxYAraOwW9ZvB,spotify:track:70MrWvJ87mxYAraOwW9ZvB,https://api.spotify.com/v1/tracks/70MrWvJ87mxYAraOwW9ZvB,https://api.spotify.com/v1/audio-analysis/70MrWvJ87mxYAraOwW9ZvB,231000,4.0,ICELANDIA,['indie electropop'],26.0,21.0
337,Dreaming - Demo,0.748,0.309,8.0,-12.348,0.0,0.0453,0.699,0.522,0.108,0.139,106.992,track,5rsTDinzOvnBmyiQcKbhxX,spotify:track:5rsTDinzOvnBmyiQcKbhxX,https://api.spotify.com/v1/tracks/5rsTDinzOvnBmyiQcKbhxX,https://api.spotify.com/v1/audio-analysis/5rsTDinzOvnBmyiQcKbhxX,228888,4.0,Two Another,"['alternative r&b', 'indie soul', 'vapor soul']",60.0,38.0
338,Wrong for Me,0.605,0.784,11.0,-9.841,0.0,0.0731,0.191,0.124,0.562,0.255,92.008,track,1niO3yUZuPOkcgzaQSKAJx,spotify:track:1niO3yUZuPOkcgzaQSKAJx,https://api.spotify.com/v1/tracks/1niO3yUZuPOkcgzaQSKAJx,https://api.spotify.com/v1/audio-analysis/1niO3yUZuPOkcgzaQSKAJx,211107,4.0,Otherwise Fine,[],39.0,39.0
339,Call Me Up,0.821,0.341,2.0,-10.086,1.0,0.124,0.644,0.0,0.356,0.426,92.027,track,49VevNdsb5zvMFfZMVrCJi,spotify:track:49VevNdsb5zvMFfZMVrCJi,https://api.spotify.com/v1/tracks/49VevNdsb5zvMFfZMVrCJi,https://api.spotify.com/v1/audio-analysis/49VevNdsb5zvMFfZMVrCJi,164000,4.0,JUNG,['swedish pop'],57.0,53.0
340,Fractures,0.59,0.564,4.0,-15.566,0.0,0.0383,0.436,0.892,0.0853,0.0333,121.96,track,7qUYJ02MjNuOKFdeKdZFA2,spotify:track:7qUYJ02MjNuOKFdeKdZFA2,https://api.spotify.com/v1/tracks/7qUYJ02MjNuOKFdeKdZFA2,https://api.spotify.com/v1/audio-analysis/7qUYJ02MjNuOKFdeKdZFA2,262649,4.0,Anderholm,[],45.0,45.0
341,Sahara,0.606,0.603,0.0,-10.081,1.0,0.0363,0.00494,0.00175,0.619,0.284,131.91,track,0MRdvnLqPe1JBxK9IIQUMD,spotify:track:0MRdvnLqPe1JBxK9IIQUMD,https://api.spotify.com/v1/tracks/0MRdvnLqPe1JBxK9IIQUMD,https://api.spotify.com/v1/audio-analysis/0MRdvnLqPe1JBxK9IIQUMD,240000,4.0,SRFR,[],26.0,35.0
342,Get to Know Me,0.722,0.623,0.0,-7.809,1.0,0.0348,0.0852,0.000516,0.0798,0.558,104.979,track,59dM04Jtdtaif2eIT66iO9,spotify:track:59dM04Jtdtaif2eIT66iO9,https://api.spotify.com/v1/tracks/59dM04Jtdtaif2eIT66iO9,https://api.spotify.com/v1/audio-analysis/59dM04Jtdtaif2eIT66iO9,270350,4.0,REAVE,[],38.0,48.0
343,New Day,0.738,0.661,7.0,-7.953,1.0,0.0391,0.0599,0.0731,0.103,0.57,92.996,track,5yfc7X7ZZRXZ1IyNgEKhAN,spotify:track:5yfc7X7ZZRXZ1IyNgEKhAN,https://api.spotify.com/v1/tracks/5yfc7X7ZZRXZ1IyNgEKhAN,https://api.spotify.com/v1/audio-analysis/5yfc7X7ZZRXZ1IyNgEKhAN,173947,4.0,Benji Lewis,['vapor soul'],46.0,42.0
344,INDIFFERENT (With Gordi),0.308,0.477,7.0,-10.208,1.0,0.0504,0.899,0.117,0.28,0.0847,118.562,track,35w8PwB14PiCQ2bUvXWlob,spotify:track:35w8PwB14PiCQ2bUvXWlob,https://api.spotify.com/v1/tracks/35w8PwB14PiCQ2bUvXWlob,https://api.spotify.com/v1/audio-analysis/35w8PwB14PiCQ2bUvXWlob,235023,4.0,Willaris. K,['aussietronica'],44.0,18.0
345,Headlights,0.842,0.505,7.0,-9.543,0.0,0.0857,0.186,0.0537,0.0583,0.558,134.017,track,30ip6JBD07Pf1eBfHqXosG,spotify:track:30ip6JBD07Pf1eBfHqXosG,https://api.spotify.com/v1/tracks/30ip6JBD07Pf1eBfHqXosG,https://api.spotify.com/v1/audio-analysis/30ip6JBD07Pf1eBfHqXosG,218322,4.0,James Vincent McMorrow,"['indie anthem-folk', 'indie folk', 'irish singer-songwriter', 'neo mellow']",65.0,50.0
346,Stay,0.842,0.355,9.0,-8.736,0.0,0.0339,0.472,0.0044,0.123,0.706,87.033,track,1JIUHuQPT5Q4uFR2Lxl9rA,spotify:track:1JIUHuQPT5Q4uFR2Lxl9rA,https://api.spotify.com/v1/tracks/1JIUHuQPT5Q4uFR2Lxl9rA,https://api.spotify.com/v1/audio-analysis/1JIUHuQPT5Q4uFR2Lxl9rA,175088,4.0,The Sellouts,[],36.0,48.0
347,Shelter,0.686,0.514,2.0,-9.872,0.0,0.0923,0.652,8.31e-06,0.136,0.538,119.747,track,5y8orYZQDa7OqVbSFwbqrF,spotify:track:5y8orYZQDa7OqVbSFwbqrF,https://api.spotify.com/v1/tracks/5y8orYZQDa7OqVbSFwbqrF,https://api.spotify.com/v1/audio-analysis/5y8orYZQDa7OqVbSFwbqrF,210391,4.0,Richard Fairlie,['indie cafe pop'],41.0,41.0
348,Sanity,0.779,0.457,1.0,-10.676,1.0,0.054,0.154,0.106,0.535,0.431,119.974,track,25fgFKBm7mRjqpmfWouR21,spotify:track:25fgFKBm7mRjqpmfWouR21,https://api.spotify.com/v1/tracks/25fgFKBm7mRjqpmfWouR21,https://api.spotify.com/v1/audio-analysis/25fgFKBm7mRjqpmfWouR21,195922,4.0,Meynberg,[],45.0,48.0
349,Who You Are - Mixed,0.659,0.344,1.0,-14.149,1.0,0.0747,0.482,0.33,0.133,0.112,120.028,track,4oCcH2gBaUh5IhSJZnKeIX,spotify:track:4oCcH2gBaUh5IhSJZnKeIX,https://api.spotify.com/v1/tracks/4oCcH2gBaUh5IhSJZnKeIX,https://api.spotify.com/v1/audio-analysis/4oCcH2gBaUh5IhSJZnKeIX,428917,4.0,KAASI,['indie soul'],45.0,37.0
350,Hour Glass,0.569,0.327,6.0,-17.761,0.0,0.0346,0.813,0.552,0.0921,0.0376,117.997,track,38LGAgxDvksEOuhsm17Fhv,spotify:track:38LGAgxDvksEOuhsm17Fhv,https://api.spotify.com/v1/tracks/38LGAgxDvksEOuhsm17Fhv,https://api.spotify.com/v1/audio-analysis/38LGAgxDvksEOuhsm17Fhv,217627,4.0,Evan Miles,[],33.0,39.0
351,Can't Stay Away from You,0.645,0.257,10.0,-11.972,0.0,0.0834,0.0291,0.134,0.0992,0.121,120.413,track,3CmE1pi64T2kPAJRKKPKXe,spotify:track:3CmE1pi64T2kPAJRKKPKXe,https://api.spotify.com/v1/tracks/3CmE1pi64T2kPAJRKKPKXe,https://api.spotify.com/v1/audio-analysis/3CmE1pi64T2kPAJRKKPKXe,157214,4.0,cbakl,[],34.0,33.0
352,Rockshow,0.59,0.277,10.0,-9.66,1.0,0.0285,0.882,0.194,0.151,0.583,77.019,track,6a4xSfDH2WRXJrVLRfwkiq,spotify:track:6a4xSfDH2WRXJrVLRfwkiq,https://api.spotify.com/v1/tracks/6a4xSfDH2WRXJrVLRfwkiq,https://api.spotify.com/v1/audio-analysis/6a4xSfDH2WRXJrVLRfwkiq,149705,3.0,The Nicholas,['future bass'],46.0,39.0
353,Colour In Your Heart,0.551,0.301,0.0,-12.581,1.0,0.031,0.666,0.53,0.122,0.107,74.962,track,0PJxXpPQ9udpTWZXcbJJLQ,spotify:track:0PJxXpPQ9udpTWZXcbJJLQ,https://api.spotify.com/v1/tracks/0PJxXpPQ9udpTWZXcbJJLQ,https://api.spotify.com/v1/audio-analysis/0PJxXpPQ9udpTWZXcbJJLQ,231692,4.0,Roo Panes,"['british singer-songwriter', 'indie anthem-folk', 'indie folk', 'indiecoustica', 'stomp and holler']",60.0,44.0
354,This or That ADP Game + Clenching While Drafting,,,,,,,,,,,,episode,75kJ4zPooZO3Jn4TXzCcXu,,,,0,,Fantasy Footballers - Fantasy Football Podcast,podcast,,
355,Say It Loud - I'm Black And I'm Proud,0.85,0.66,3.0,-6.323,1.0,0.193,0.386,0.00235,0.0449,0.926,115.076,track,5h8ve1B7Gr3k4W0WXAgLxE,spotify:track:5h8ve1B7Gr3k4W0WXAgLxE,https://api.spotify.com/v1/tracks/5h8ve1B7Gr3k4W0WXAgLxE,https://api.spotify.com/v1/audio-analysis/5h8ve1B7Gr3k4W0WXAgLxE,167187,4.0,James Brown,"['funk', 'motown', 'soul']",69.0,44.0
356,16 Shots,0.512,0.693,6.0,-7.099,0.0,0.368,0.219,0.0,0.104,0.127,93.385,track,5YqYLur57vzjL0Ts8fk0G2,spotify:track:5YqYLur57vzjL0Ts8fk0G2,https://api.spotify.com/v1/tracks/5YqYLur57vzjL0Ts8fk0G2,https://api.spotify.com/v1/audio-analysis/5YqYLur57vzjL0Ts8fk0G2,345747,4.0,VIC MENSA,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap', 'trap', 'underground hip hop']",68.0,39.0
357,Alright,0.796,0.766,7.0,-5.974,1.0,0.238,0.0742,0.0,0.0827,0.558,110.034,track,3iVcZ5G6tvkXZkZKlMpIUs,spotify:track:3iVcZ5G6tvkXZkZKlMpIUs,https://api.spotify.com/v1/tracks/3iVcZ5G6tvkXZkZKlMpIUs,https://api.spotify.com/v1/audio-analysis/3iVcZ5G6tvkXZkZKlMpIUs,219333,4.0,Kendrick Lamar,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",89.0,74.0
358,Mad (feat. Lil Wayne),0.827,0.477,0.0,-5.025,1.0,0.254,0.101,4.15e-05,0.0908,0.599,119.807,track,22DHmfJa31hKpc2Lg0gVBV,spotify:track:22DHmfJa31hKpc2Lg0gVBV,https://api.spotify.com/v1/tracks/22DHmfJa31hKpc2Lg0gVBV,https://api.spotify.com/v1/audio-analysis/22DHmfJa31hKpc2Lg0gVBV,235493,4.0,Solange,"['afrofuturism', 'alternative r&b', 'dance pop', 'escape room', 'hip pop', 'indie soul', 'neo soul', 'pop', 'r&b', 'urban contemporary']",68.0,56.0
359,A Decade Of Watching Black People Die,,,,,,,,,,,,episode,6ClvW2TOydGzYn9o6L8d7L,,,,0,,Code Switch,podcast,,
360,Another Irish Drinking Song,0.401,0.859,8.0,-9.089,1.0,0.618,0.926,0.0,0.96,0.176,149.149,track,3GHmmhBOxInPfIJ58JFX6C,spotify:track:3GHmmhBOxInPfIJ58JFX6C,https://api.spotify.com/v1/tracks/3GHmmhBOxInPfIJ58JFX6C,https://api.spotify.com/v1/audio-analysis/3GHmmhBOxInPfIJ58JFX6C,39065,4.0,The Minions,"['cartoon', ""children's music""]",53.0,46.0
361,Hair,0.425,0.495,0.0,-10.089,0.0,0.0562,0.0789,0.0,0.25,0.574,138.339,track,0ufMgyci5BJrFzZFxFjCuA,spotify:track:0ufMgyci5BJrFzZFxFjCuA,https://api.spotify.com/v1/tracks/0ufMgyci5BJrFzZFxFjCuA,https://api.spotify.com/v1/audio-analysis/0ufMgyci5BJrFzZFxFjCuA,54602,4.0,The Minions,"['cartoon', ""children's music""]",53.0,45.0
362,Make 'Em Laugh,0.524,0.502,10.0,-14.343,0.0,0.331,0.491,0.0,0.312,0.259,84.949,track,6GFEhf4laY7G1RCkGfMMSb,spotify:track:6GFEhf4laY7G1RCkGfMMSb,https://api.spotify.com/v1/tracks/6GFEhf4laY7G1RCkGfMMSb,https://api.spotify.com/v1/audio-analysis/6GFEhf4laY7G1RCkGfMMSb,44026,3.0,The Minions,"['cartoon', ""children's music""]",53.0,44.0
363,Colossus,,,,,,,,,,,,,,,,,0,,OMAS,,,
364,Years Of War,0.517,0.74,11.0,-5.059,1.0,0.0341,0.00574,0.00179,0.109,0.174,110.001,track,4DHkzbZSWxsCsvRoEzr28A,spotify:track:4DHkzbZSWxsCsvRoEzr28A,https://api.spotify.com/v1/tracks/4DHkzbZSWxsCsvRoEzr28A,https://api.spotify.com/v1/audio-analysis/4DHkzbZSWxsCsvRoEzr28A,236053,4.0,Porter Robinson,"['brostep', 'complextro', 'edm', 'electro house', 'moombahton', 'pop dance', 'progressive electro house']",73.0,49.0
365,She's My Kind Of Crazy,0.565,0.841,5.0,-4.957,1.0,0.0429,0.0355,0.0,0.167,0.552,136.972,track,6dDiPYZwKy7DgSkcOL7zbh,spotify:track:6dDiPYZwKy7DgSkcOL7zbh,https://api.spotify.com/v1/tracks/6dDiPYZwKy7DgSkcOL7zbh,https://api.spotify.com/v1/audio-analysis/6dDiPYZwKy7DgSkcOL7zbh,203413,4.0,Emerson Drive,"['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country road', 'modern country rock']",45.0,39.0
366,Angel Eyes,0.656,0.696,8.0,-5.917,1.0,0.0261,0.0134,0.0,0.0753,0.966,108.015,track,63w0QA1wiV7QhF9jeiHETF,spotify:track:63w0QA1wiV7QhF9jeiHETF,https://api.spotify.com/v1/tracks/63w0QA1wiV7QhF9jeiHETF,https://api.spotify.com/v1/audio-analysis/63w0QA1wiV7QhF9jeiHETF,186627,4.0,Love and Theft,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",52.0,60.0
367,Nothing Scares Us (feat. Daniella Mason),0.617,0.529,8.0,-5.401,1.0,0.0385,0.145,0.0,0.0854,0.234,87.991,track,5nzIbeoJFhlmvyEP9RV7jJ,spotify:track:5nzIbeoJFhlmvyEP9RV7jJ,https://api.spotify.com/v1/tracks/5nzIbeoJFhlmvyEP9RV7jJ,https://api.spotify.com/v1/audio-analysis/5nzIbeoJFhlmvyEP9RV7jJ,218182,4.0,Super Duper,"['electropop', 'indie electropop', 'indie poptimism', 'vapor soul', 'vapor twitch']",47.0,23.0
368,needy,0.674,0.862,3.0,-3.912,1.0,0.0315,0.0399,3.81e-06,0.109,0.531,105.994,track,1pF52VPPTgPeBzOjg3PyjH,spotify:track:1pF52VPPTgPeBzOjg3PyjH,https://api.spotify.com/v1/tracks/1pF52VPPTgPeBzOjg3PyjH,https://api.spotify.com/v1/audio-analysis/1pF52VPPTgPeBzOjg3PyjH,191811,4.0,Kelsea Ballerini,"['contemporary country', 'country', 'pop', 'post-teen pop']",74.0,41.0
369,Something Like This - Stripped,0.627,0.245,5.0,-10.88,1.0,0.0888,0.704,0.0,0.112,0.117,63.695,track,6LgGphK112xJ84GOnQVWFd,spotify:track:6LgGphK112xJ84GOnQVWFd,https://api.spotify.com/v1/tracks/6LgGphK112xJ84GOnQVWFd,https://api.spotify.com/v1/audio-analysis/6LgGphK112xJ84GOnQVWFd,182578,3.0,Ukiyo,"['aussietronica', 'vapor twitch']",46.0,41.0
370,Love Me For The Weekend (with Ashe),0.662,0.711,5.0,-5.171,0.0,0.226,0.0495,0.0,0.0691,0.557,114.914,track,1jye0ZfUs4eb8iw41UcKSH,spotify:track:1jye0ZfUs4eb8iw41UcKSH,https://api.spotify.com/v1/tracks/1jye0ZfUs4eb8iw41UcKSH,https://api.spotify.com/v1/audio-analysis/1jye0ZfUs4eb8iw41UcKSH,226957,4.0,Party Pupils,['pop edm'],63.0,58.0
371,All Night Long,0.572,0.811,6.0,-4.874,0.0,0.066,0.00887,5.65e-06,0.124,0.332,125.946,track,7rRMmhC027ixjjXzuZYoMv,spotify:track:7rRMmhC027ixjjXzuZYoMv,https://api.spotify.com/v1/tracks/7rRMmhC027ixjjXzuZYoMv,https://api.spotify.com/v1/audio-analysis/7rRMmhC027ixjjXzuZYoMv,206667,4.0,Jonas Blue,"['dance pop', 'edm', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk dance']",81.0,62.0
372,I Leave Again,0.724,0.476,2.0,-13.832,1.0,0.0555,0.465,0.0451,0.0964,0.11,124.006,track,4aNNFLoRfSOMHeYQXidsXL,spotify:track:4aNNFLoRfSOMHeYQXidsXL,https://api.spotify.com/v1/tracks/4aNNFLoRfSOMHeYQXidsXL,https://api.spotify.com/v1/audio-analysis/4aNNFLoRfSOMHeYQXidsXL,240893,4.0,Petit Biscuit,"['new french touch', 'tropical house']",73.0,63.0
373,Monday (with Ashe),0.745,0.518,0.0,-7.552,1.0,0.166,0.0616,1.67e-05,0.134,0.482,113.863,track,13dKS2S1CFAVyDwOZmIW0p,spotify:track:13dKS2S1CFAVyDwOZmIW0p,https://api.spotify.com/v1/tracks/13dKS2S1CFAVyDwOZmIW0p,https://api.spotify.com/v1/audio-analysis/13dKS2S1CFAVyDwOZmIW0p,195723,4.0,filous,"['deep tropical house', 'tropical house']",63.0,44.0
374,Honeybee,0.642,0.52,9.0,-7.886,1.0,0.0387,0.118,0.000509,0.552,0.488,136.014,track,5CalS8Gn69OOrR9aiw0ZO9,spotify:track:5CalS8Gn69OOrR9aiw0ZO9,https://api.spotify.com/v1/tracks/5CalS8Gn69OOrR9aiw0ZO9,https://api.spotify.com/v1/audio-analysis/5CalS8Gn69OOrR9aiw0ZO9,196055,4.0,The Head And The Heart,"['folk-pop', 'indie folk', 'indie pop', 'modern rock', 'new americana', 'seattle indie', 'stomp and holler']",71.0,72.0
375,Falling,0.526,0.579,11.0,-8.703,1.0,0.0406,0.614,2.31e-05,0.18,0.133,123.6,track,3dwjSIuxyU6jLbfRRt5fX4,spotify:track:3dwjSIuxyU6jLbfRRt5fX4,https://api.spotify.com/v1/tracks/3dwjSIuxyU6jLbfRRt5fX4,https://api.spotify.com/v1/audio-analysis/3dwjSIuxyU6jLbfRRt5fX4,203312,4.0,Mansionair,"['aussietronica', 'australian indie', 'electropop', 'indietronica', 'modern rock', 'vapor soul']",62.0,46.0
376,Fantasy State of the Position: Tight End,,,,,,,,,,,,,,,,,0,,PFF Fantasy Football Podcast with Ian Hartitz,,,
377,Arms Length,0.643,0.707,6.0,-5.94,0.0,0.0271,0.323,0.0137,0.126,0.262,129.936,track,7E3UrjtjAxOcPzGTCBS0dy,spotify:track:7E3UrjtjAxOcPzGTCBS0dy,https://api.spotify.com/v1/tracks/7E3UrjtjAxOcPzGTCBS0dy,https://api.spotify.com/v1/audio-analysis/7E3UrjtjAxOcPzGTCBS0dy,213098,4.0,REAVE,[],38.0,37.0
378,10 Players to Target in the First 10 Rounds of Drafts,,,,,,,,,,,,,,,,,0,,PFF Fantasy Football Podcast with Ian Hartitz,,,
379,Player Prop Bets To Hammer + The Jets Upgraded O-Line,,,,,,,,,,,,,,,,,0,,PFF Fantasy Football Podcast with Ian Hartitz,,,
380,How to Pick Your Keepers + DeAndre Hopkins' 2020 Outlook,,,,,,,,,,,,,,,,,0,,PFF Fantasy Football Podcast with Ian Hartitz,,,
381,My Only Chance,0.587,0.685,10.0,-6.516,0.0,0.0286,0.0393,0.00307,0.197,0.244,110.077,track,72sZpOwollMmZxoRB5hEGd,spotify:track:72sZpOwollMmZxoRB5hEGd,https://api.spotify.com/v1/tracks/72sZpOwollMmZxoRB5hEGd,https://api.spotify.com/v1/audio-analysis/72sZpOwollMmZxoRB5hEGd,408020,4.0,The Toxic Avenger,"['dark clubbing', 'electro house', 'filter house']",53.0,52.0
382,Make This Right,0.674,0.774,0.0,-8.309,1.0,0.0366,0.00586,0.107,0.106,0.101,102.005,track,7mSmt2yar5VUXZNBV4AnpE,spotify:track:7mSmt2yar5VUXZNBV4AnpE,https://api.spotify.com/v1/tracks/7mSmt2yar5VUXZNBV4AnpE,https://api.spotify.com/v1/audio-analysis/7mSmt2yar5VUXZNBV4AnpE,348235,4.0,The Toxic Avenger,"['dark clubbing', 'electro house', 'filter house']",53.0,51.0
383,Who Am I,0.481,0.996,2.0,-3.271,1.0,0.097,0.000706,0.809,0.142,0.109,127.988,track,1sDITOwHHe7POmTSCGcVxN,spotify:track:1sDITOwHHe7POmTSCGcVxN,https://api.spotify.com/v1/tracks/1sDITOwHHe7POmTSCGcVxN,https://api.spotify.com/v1/audio-analysis/1sDITOwHHe7POmTSCGcVxN,258750,4.0,ARTY,"['big room', 'edm', 'electro house', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'progressive trance', 'russian edm', 'trance', 'tropical house', 'uplifting trance']",66.0,32.0
384,Free My Mind (with DubDogz) - Joy Corporation Remix,0.282,0.658,11.0,-7.887,0.0,0.0637,0.284,0.0019,0.598,0.153,118.177,track,2kcRjitp0c58nUoiwpG0N4,spotify:track:2kcRjitp0c58nUoiwpG0N4,https://api.spotify.com/v1/tracks/2kcRjitp0c58nUoiwpG0N4,https://api.spotify.com/v1/audio-analysis/2kcRjitp0c58nUoiwpG0N4,134000,3.0,Alok,"['electro house', 'pop nacional', 'slap house']",85.0,27.0
385,Get in Trouble (So What),0.558,0.99,1.0,-3.877,1.0,0.128,0.000206,0.376,0.0797,0.0738,138.074,track,5KC7ginqShi7mhDQLttQh0,spotify:track:5KC7ginqShi7mhDQLttQh0,https://api.spotify.com/v1/tracks/5KC7ginqShi7mhDQLttQh0,https://api.spotify.com/v1/audio-analysis/5KC7ginqShi7mhDQLttQh0,161739,4.0,Dimitri Vegas & Like Mike,"['belgian dance', 'belgian edm', 'big room', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'tropical house']",78.0,65.0
386,Fragile,0.47,0.422,5.0,-7.474,1.0,0.0522,0.177,0.000216,0.0879,0.218,149.505,track,0L6UCE1Y0KX3MF2AtxlntI,spotify:track:0L6UCE1Y0KX3MF2AtxlntI,https://api.spotify.com/v1/tracks/0L6UCE1Y0KX3MF2AtxlntI,https://api.spotify.com/v1/audio-analysis/0L6UCE1Y0KX3MF2AtxlntI,230961,4.0,Kygo,"['edm', 'pop', 'pop dance', 'tropical house']",87.0,68.0
387,Coming Over (feat. James Hersey),0.631,0.661,5.0,-5.5,0.0,0.0999,0.227,1.43e-06,0.166,0.698,174.031,track,6m3ZWIXhjoV76syT1j2oE9,spotify:track:6m3ZWIXhjoV76syT1j2oE9,https://api.spotify.com/v1/tracks/6m3ZWIXhjoV76syT1j2oE9,https://api.spotify.com/v1/audio-analysis/6m3ZWIXhjoV76syT1j2oE9,178333,4.0,Dillon Francis,"['brostep', 'dance pop', 'edm', 'electro house', 'electronic trap', 'electropop', 'moombahton', 'pop', 'pop dance', 'slap house', 'tropical house']",70.0,58.0
388,First Time,0.633,0.592,0.0,-7.245,0.0,0.112,0.197,0.0,0.099,0.679,90.066,track,2Gl0FzuLxflY6nPifJp5Dr,spotify:track:2Gl0FzuLxflY6nPifJp5Dr,https://api.spotify.com/v1/tracks/2Gl0FzuLxflY6nPifJp5Dr,https://api.spotify.com/v1/audio-analysis/2Gl0FzuLxflY6nPifJp5Dr,193511,4.0,Kygo,"['edm', 'pop', 'pop dance', 'tropical house']",87.0,65.0
389,Born To Be Yours,0.688,0.688,3.0,-5.84,1.0,0.0357,0.3,0.0,0.0982,0.451,114.011,track,0WVAQaxrT0wsGEG4BCVSn2,spotify:track:0WVAQaxrT0wsGEG4BCVSn2,https://api.spotify.com/v1/tracks/0WVAQaxrT0wsGEG4BCVSn2,https://api.spotify.com/v1/audio-analysis/0WVAQaxrT0wsGEG4BCVSn2,193321,4.0,Kygo,"['edm', 'pop', 'pop dance', 'tropical house']",87.0,60.0
390,Stargazing,0.677,0.497,5.0,-5.763,1.0,0.0809,0.152,0.0,0.0911,0.419,99.137,track,0Zbbxnx4SGGHoIow4PpISP,spotify:track:0Zbbxnx4SGGHoIow4PpISP,https://api.spotify.com/v1/tracks/0Zbbxnx4SGGHoIow4PpISP,https://api.spotify.com/v1/audio-analysis/0Zbbxnx4SGGHoIow4PpISP,236853,4.0,Kygo,"['edm', 'pop', 'pop dance', 'tropical house']",87.0,70.0
