,name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,artist_name,artist_genres,artist_popularity,track_popularity
1976,Sunflower,,,,,,,,,,,,,,,,,0,,Steady NY$e,,,
1977,Mistakes of My Youth,0.78,0.492,0.0,-6.783,1.0,0.291,0.261,3.18e-06,0.13,0.331,149.856,track,6iguwEh9zLJ8hSqwlku4I2,spotify:track:6iguwEh9zLJ8hSqwlku4I2,https://api.spotify.com/v1/tracks/6iguwEh9zLJ8hSqwlku4I2,https://api.spotify.com/v1/audio-analysis/6iguwEh9zLJ8hSqwlku4I2,163200,4.0,Kwesi,[],54.0,48.0
1978,Old Piano,0.813,0.413,4.0,-12.285,0.0,0.05,0.391,0.915,0.316,0.23,117.017,track,2iuGNXRVYjN1wG0PbOoUk5,spotify:track:2iuGNXRVYjN1wG0PbOoUk5,https://api.spotify.com/v1/tracks/2iuGNXRVYjN1wG0PbOoUk5,https://api.spotify.com/v1/audio-analysis/2iuGNXRVYjN1wG0PbOoUk5,144584,4.0,Doubutsu System,[],32.0,32.0
1979,what i'm giving you,0.641,0.776,2.0,-8.203,1.0,0.11,0.308,0.674,0.403,0.613,95.042,track,2n6Klx7OcGsbnw68G4TI4T,spotify:track:2n6Klx7OcGsbnw68G4TI4T,https://api.spotify.com/v1/tracks/2n6Klx7OcGsbnw68G4TI4T,https://api.spotify.com/v1/audio-analysis/2n6Klx7OcGsbnw68G4TI4T,116625,4.0,Sweeps,"['chillhop', 'jazz boom bap', 'lo-fi beats']",45.0,42.0
1980,Falling Up,0.66,0.618,11.0,-8.407,0.0,0.0383,0.0533,0.0185,0.0875,0.667,127.008,track,67OqLk7tD4Pqer2qiWZybQ,spotify:track:67OqLk7tD4Pqer2qiWZybQ,https://api.spotify.com/v1/tracks/67OqLk7tD4Pqer2qiWZybQ,https://api.spotify.com/v1/audio-analysis/67OqLk7tD4Pqer2qiWZybQ,221102,4.0,MTNMEN,[],31.0,43.0
1981,BACK AND FORTH,0.583,0.697,3.0,-7.035,1.0,0.0807,0.157,2e-06,0.147,0.553,153.95,track,1K7w2z9aHDzqHGZvzM2O0G,spotify:track:1K7w2z9aHDzqHGZvzM2O0G,https://api.spotify.com/v1/tracks/1K7w2z9aHDzqHGZvzM2O0G,https://api.spotify.com/v1/audio-analysis/1K7w2z9aHDzqHGZvzM2O0G,180000,4.0,SEBASTIAN PAUL,[],61.0,57.0
1982,Lacin' Up,0.441,0.444,1.0,-8.74,1.0,0.0372,0.49,0.00184,0.108,0.218,79.792,track,2FGD14mon9309jXr5uMYOP,spotify:track:2FGD14mon9309jXr5uMYOP,https://api.spotify.com/v1/tracks/2FGD14mon9309jXr5uMYOP,https://api.spotify.com/v1/audio-analysis/2FGD14mon9309jXr5uMYOP,245090,4.0,Elan Dantus,[],23.0,34.0
1983,Fly,0.755,0.498,5.0,-12.091,1.0,0.0526,0.432,0.00517,0.111,0.126,97.96,track,4IDfxV8Knca5Oh7Un4nc4N,spotify:track:4IDfxV8Knca5Oh7Un4nc4N,https://api.spotify.com/v1/tracks/4IDfxV8Knca5Oh7Un4nc4N,https://api.spotify.com/v1/audio-analysis/4IDfxV8Knca5Oh7Un4nc4N,167848,4.0,Ava Madison,[],27.0,34.0
1984,Thin Line,0.551,0.625,6.0,-6.795,1.0,0.0766,0.0457,0.778,0.4,0.524,164.165,track,6F64JYe7y7zQjhB4cry95g,spotify:track:6F64JYe7y7zQjhB4cry95g,https://api.spotify.com/v1/tracks/6F64JYe7y7zQjhB4cry95g,https://api.spotify.com/v1/audio-analysis/6F64JYe7y7zQjhB4cry95g,159512,4.0,junior state,[],34.0,25.0
1985,Spass Bass,0.608,0.526,10.0,-5.698,0.0,0.0337,0.415,0.697,0.119,0.0787,74.955,track,0wr6olGgTLUsgQk1bpyWad,spotify:track:0wr6olGgTLUsgQk1bpyWad,https://api.spotify.com/v1/tracks/0wr6olGgTLUsgQk1bpyWad,https://api.spotify.com/v1/audio-analysis/0wr6olGgTLUsgQk1bpyWad,141433,4.0,Divided States,[],7.0,10.0
1986,441: Week 9 Matchups,,,,,,,,,,,,episode,2LeztE4inVgL4JWv8PY4oU,,,,0,,The Late-Round Podcast,podcast,,
1987,Week 9 WR/CB Matchups,,,,,,,,,,,,episode,4GIveObMKI6X4u77NVaBHk,,,,0,,The Rant with Jeff Ratcliffe,podcast,,
1988,Episode 129: NFC Team-by-Team Week 8 Recap,,,,,,,,,,,,episode,4GQw7PEtlngIzckdWYUhRC,,,,0,,Establish The Run,podcast,,
1989,Feel Something (feat. Duncan Laurence),0.687,0.645,0.0,-4.745,1.0,0.127,0.0688,0.0,0.114,0.732,93.76,track,5VNcKdmfAAsfbxbuo1Y7Vl,spotify:track:5VNcKdmfAAsfbxbuo1Y7Vl,https://api.spotify.com/v1/tracks/5VNcKdmfAAsfbxbuo1Y7Vl,https://api.spotify.com/v1/audio-analysis/5VNcKdmfAAsfbxbuo1Y7Vl,155467,4.0,Armin van Buuren,"['dutch trance', 'edm', 'pop dance', 'progressive house', 'trance']",79.0,62.0
1990,Stand By You,0.609,0.834,10.0,-5.588,0.0,0.0722,0.00924,0.000243,0.307,0.351,126.077,track,6DrbW5cFbwb1JHcdAXO8tD,spotify:track:6DrbW5cFbwb1JHcdAXO8tD,https://api.spotify.com/v1/tracks/6DrbW5cFbwb1JHcdAXO8tD,https://api.spotify.com/v1/audio-analysis/6DrbW5cFbwb1JHcdAXO8tD,165833,3.0,DubVision,"['big room', 'edm', 'electro house', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'tropical house']",62.0,59.0
1991,I Admit It (feat. 24kGoldn),0.746,0.576,11.0,-4.796,0.0,0.0345,0.0204,0.0811,0.0959,0.0769,123.036,track,5QUbOFOkbDlt4ZY7bdL4Am,spotify:track:5QUbOFOkbDlt4ZY7bdL4Am,https://api.spotify.com/v1/tracks/5QUbOFOkbDlt4ZY7bdL4Am,https://api.spotify.com/v1/audio-analysis/5QUbOFOkbDlt4ZY7bdL4Am,173951,4.0,ZHU,"['edm', 'electro house']",74.0,65.0
1992,Let's Love - Robin Schulz Remix,0.446,0.784,2.0,-5.907,0.0,0.0944,0.076,6.1e-06,0.821,0.254,115.996,track,2aZDpay0CohwxTPQtxetAG,spotify:track:2aZDpay0CohwxTPQtxetAG,https://api.spotify.com/v1/tracks/2aZDpay0CohwxTPQtxetAG,https://api.spotify.com/v1/audio-analysis/2aZDpay0CohwxTPQtxetAG,172154,4.0,David Guetta,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",91.0,56.0
1993,Fuck Face,,,,,,,,,,,,,,,,,0,,Pink Noizz,,,
1994,Bonzai Channel One,0.746,0.983,9.0,-1.905,1.0,0.141,0.0213,0.527,0.642,0.241,150.033,track,07hm7hRuPbl0kG8hCuQoda,spotify:track:07hm7hRuPbl0kG8hCuQoda,https://api.spotify.com/v1/tracks/07hm7hRuPbl0kG8hCuQoda,https://api.spotify.com/v1/audio-analysis/07hm7hRuPbl0kG8hCuQoda,174949,4.0,Dimitri Vegas & Like Mike,"['belgian dance', 'belgian edm', 'big room', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'tropical house']",78.0,49.0
1995,Washed Up,0.642,0.831,6.0,-4.568,0.0,0.104,0.177,0.0,0.0967,0.251,99.144,track,2A9h3EvZynC0jeiLNcnoWB,spotify:track:2A9h3EvZynC0jeiLNcnoWB,https://api.spotify.com/v1/tracks/2A9h3EvZynC0jeiLNcnoWB,https://api.spotify.com/v1/audio-analysis/2A9h3EvZynC0jeiLNcnoWB,174917,4.0,Cheat Codes,"['dance pop', 'edm', 'electro house', 'electropop', 'pop', 'pop dance', 'pop edm', 'pop rap', 'post-teen pop', 'tropical house']",79.0,53.0
1996,My Life,0.776,0.627,3.0,-6.637,1.0,0.0381,0.161,0.0,0.185,0.49,122.053,track,4DTbfBq08EP6wquW7UNY8T,spotify:track:4DTbfBq08EP6wquW7UNY8T,https://api.spotify.com/v1/tracks/4DTbfBq08EP6wquW7UNY8T,https://api.spotify.com/v1/audio-analysis/4DTbfBq08EP6wquW7UNY8T,198360,4.0,Tep No,"['deep tropical house', 'indie poptimism', 'new french touch', 'tropical house', 'vapor soul']",62.0,40.0
1997,Damn (feat. 6lack),0.59,0.434,8.0,-5.975,0.0,0.253,0.327,0.0,0.102,0.493,141.392,track,2SVObssPWzeJquNyR05NjL,spotify:track:2SVObssPWzeJquNyR05NjL,https://api.spotify.com/v1/tracks/2SVObssPWzeJquNyR05NjL,https://api.spotify.com/v1/audio-analysis/2SVObssPWzeJquNyR05NjL,159339,5.0,Omah Lay,"['afropop', 'nigerian pop']",66.0,63.0
1998,Everything Everything - Cosmic Gate Remix,0.552,0.898,1.0,-7.793,1.0,0.0416,0.0168,0.822,0.235,0.211,128.0,track,55BIh0hxnHPuKVsTLhZnqS,spotify:track:55BIh0hxnHPuKVsTLhZnqS,https://api.spotify.com/v1/tracks/55BIh0hxnHPuKVsTLhZnqS,https://api.spotify.com/v1/audio-analysis/55BIh0hxnHPuKVsTLhZnqS,274996,4.0,Andrew Rayel,"['edm', 'moldovan pop', 'pop dance', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']",61.0,52.0
1999,Only Road - Cosmic Gate Remix,0.495,0.866,7.0,-5.383,1.0,0.0662,0.00409,0.184,0.13,0.146,127.995,track,30r107ODEMiFUEpnFHSGW7,spotify:track:30r107ODEMiFUEpnFHSGW7,https://api.spotify.com/v1/tracks/30r107ODEMiFUEpnFHSGW7,https://api.spotify.com/v1/audio-analysis/30r107ODEMiFUEpnFHSGW7,225000,4.0,Gabriel & Dresden,"['edm', 'pop dance', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']",54.0,45.0
2000,Matchup Previews: Week 9 + Injury Analysis w/ Dr. David Chao (Ep. 598),,,,,,,,,,,,episode,1nbM1kFchXUJJFDikYf4rD,,,,0,,FantasyPros - Fantasy Football Podcast,podcast,,
2001,442: Mailbag 11/6/20,,,,,,,,,,,,episode,2ixOx4qtCU23opNRlELsPt,,,,0,,The Late-Round Podcast,podcast,,
2002,Week 9 Matchup Upgrades/Downgrades,,,,,,,,,,,,episode,5spTXMQLyNOX0KgIbDZ11s,,,,0,,The Rant with Jeff Ratcliffe,podcast,,
2003,WESTWORLD,0.713,0.666,11.0,-6.128,1.0,0.0511,0.2,2.09e-05,0.137,0.277,112.015,track,6u8MYoxXvAHNR0enhdUqgd,spotify:track:6u8MYoxXvAHNR0enhdUqgd,https://api.spotify.com/v1/tracks/6u8MYoxXvAHNR0enhdUqgd,https://api.spotify.com/v1/audio-analysis/6u8MYoxXvAHNR0enhdUqgd,209224,4.0,EVAN GIIA,"['indie electropop', 'nyc pop']",59.0,61.0
2004,Burning - Snakehips Remix,0.5,0.877,8.0,-4.614,0.0,0.0841,0.0197,0.00533,0.0788,0.443,123.451,track,1XRQW5C4WEr0mNc5ygZgAN,spotify:track:1XRQW5C4WEr0mNc5ygZgAN,https://api.spotify.com/v1/tracks/1XRQW5C4WEr0mNc5ygZgAN,https://api.spotify.com/v1/audio-analysis/1XRQW5C4WEr0mNc5ygZgAN,179080,4.0,Gorgon City,"['deep groove house', 'edm', 'future garage', 'house', 'pop dance', 'progressive house', 'tropical house', 'uk dance']",73.0,58.0
2005,Burning,0.5,0.877,8.0,-4.614,0.0,0.0841,0.0197,0.00533,0.0788,0.443,123.451,track,1XRQW5C4WEr0mNc5ygZgAN,spotify:track:1XRQW5C4WEr0mNc5ygZgAN,https://api.spotify.com/v1/tracks/1XRQW5C4WEr0mNc5ygZgAN,https://api.spotify.com/v1/audio-analysis/1XRQW5C4WEr0mNc5ygZgAN,179080,4.0,Gorgon City,"['deep groove house', 'edm', 'future garage', 'house', 'pop dance', 'progressive house', 'tropical house', 'uk dance']",73.0,58.0
2006,Spaghetti from the island,0.753,0.189,9.0,-16.613,1.0,0.208,0.434,0.00477,0.12,0.409,129.903,track,18dqqpsdeY7Br89KxlmtJh,spotify:track:18dqqpsdeY7Br89KxlmtJh,https://api.spotify.com/v1/tracks/18dqqpsdeY7Br89KxlmtJh,https://api.spotify.com/v1/audio-analysis/18dqqpsdeY7Br89KxlmtJh,104769,4.0,Slumberville,['lo-fi beats'],56.0,16.0
2007,Back To My Bed - Tiga Remix,0.772,0.759,4.0,-9.305,0.0,0.0594,0.0163,0.277,0.085,0.449,128.002,track,1f00vUersqOoaOTmXZ0N5Q,spotify:track:1f00vUersqOoaOTmXZ0N5Q,https://api.spotify.com/v1/tracks/1f00vUersqOoaOTmXZ0N5Q,https://api.spotify.com/v1/audio-analysis/1f00vUersqOoaOTmXZ0N5Q,303769,4.0,Elderbrook,"['deep house', 'house', 'pop dance', 'tropical house']",74.0,31.0
2008,Waiting For Winter - Edit,0.525,0.731,0.0,-8.743,1.0,0.0322,0.0534,0.817,0.301,0.0385,135.008,track,41t7HCvsAcJGFfXfzrfG4v,spotify:track:41t7HCvsAcJGFfXfzrfG4v,https://api.spotify.com/v1/tracks/41t7HCvsAcJGFfXfzrfG4v,https://api.spotify.com/v1/audio-analysis/41t7HCvsAcJGFfXfzrfG4v,290000,4.0,Gabriel & Dresden,"['edm', 'pop dance', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']",54.0,33.0
2009,Sunrise,0.428,0.695,0.0,-4.63,1.0,0.0437,0.0336,4.12e-06,0.117,0.214,128.111,track,7vLIj2GVAeYrohv8p0JjF0,spotify:track:7vLIj2GVAeYrohv8p0JjF0,https://api.spotify.com/v1/tracks/7vLIj2GVAeYrohv8p0JjF0,https://api.spotify.com/v1/audio-analysis/7vLIj2GVAeYrohv8p0JjF0,198224,4.0,ARTY,"['big room', 'edm', 'electro house', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'progressive trance', 'russian edm', 'trance', 'tropical house', 'uplifting trance']",66.0,54.0
2010,Known You Before (with Emilie Brandt),0.412,0.671,7.0,-6.545,0.0,0.0563,0.0137,3.35e-06,0.192,0.112,128.174,track,6jFQGfokxpLHtjYHJQosDB,spotify:track:6jFQGfokxpLHtjYHJQosDB,https://api.spotify.com/v1/tracks/6jFQGfokxpLHtjYHJQosDB,https://api.spotify.com/v1/audio-analysis/6jFQGfokxpLHtjYHJQosDB,219401,4.0,Jason Ross,"['dubstep', 'edm', 'future bass', 'melodic dubstep', 'pop dance', 'pop edm', 'progressive house', 'progressive trance']",56.0,47.0
2011,See The End,0.497,0.656,7.0,-6.716,1.0,0.0374,0.0141,0.0,0.0577,0.0884,127.975,track,1dDDVfAfms7M6VLLKmubaJ,spotify:track:1dDDVfAfms7M6VLLKmubaJ,https://api.spotify.com/v1/tracks/1dDDVfAfms7M6VLLKmubaJ,https://api.spotify.com/v1/audio-analysis/1dDDVfAfms7M6VLLKmubaJ,185747,4.0,Above & Beyond,"['edm', 'pop dance', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']",69.0,53.0
2012,Tracing Steps,0.328,0.824,0.0,-4.19,1.0,0.0547,0.0249,0.0654,0.105,0.194,165.363,track,0rY6eMNP3hXxEodeEOdKIk,spotify:track:0rY6eMNP3hXxEodeEOdKIk,https://api.spotify.com/v1/tracks/0rY6eMNP3hXxEodeEOdKIk,https://api.spotify.com/v1/audio-analysis/0rY6eMNP3hXxEodeEOdKIk,402581,4.0,Mat Zo,"['edm', 'electro house', 'pop dance', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']",55.0,40.0
2013,Head & Heart (feat. MNEK) - Tiësto Remix,0.693,0.866,5.0,-4.964,0.0,0.0498,0.0689,0.0,0.145,0.663,126.002,track,1ohLQfIwj9NUN7e5UKeDl9,spotify:track:1ohLQfIwj9NUN7e5UKeDl9,https://api.spotify.com/v1/tracks/1ohLQfIwj9NUN7e5UKeDl9,https://api.spotify.com/v1/audio-analysis/1ohLQfIwj9NUN7e5UKeDl9,124778,4.0,Joel Corry,"['dance pop', 'edm', 'house', 'pop', 'pop dance', 'tropical house', 'uk dance']",84.0,67.0
2014,No Therapy - Vintage Culture Remix,0.719,0.931,10.0,-5.976,0.0,0.183,0.00429,0.000229,0.341,0.281,125.035,track,19A0YjokRJxLu4m3SJyOo1,spotify:track:19A0YjokRJxLu4m3SJyOo1,https://api.spotify.com/v1/tracks/19A0YjokRJxLu4m3SJyOo1,https://api.spotify.com/v1/audio-analysis/19A0YjokRJxLu4m3SJyOo1,159938,4.0,Felix Jaehn,"['dance pop', 'edm', 'electro house', 'german dance', 'pop', 'pop dance', 'tropical house']",82.0,43.0
2015,"Week 9 Matchups + Bad Jokes, Luton Free Zone - Fantasy Football Podcast for 11/6",,,,,,,,,,,,episode,36aM4QuHkzU900faOJ7YEo,,,,0,,Fantasy Footballers - Fantasy Football Podcast,podcast,,
2016,"Wicked Game - Live at Killkenny Arts Festival, Ireland/2011",0.545,0.181,11.0,-14.698,1.0,0.0362,0.872,0.0035,0.689,0.16,113.221,track,77mT8LF6gDOLZNOjUhmwfV,spotify:track:77mT8LF6gDOLZNOjUhmwfV,https://api.spotify.com/v1/tracks/77mT8LF6gDOLZNOjUhmwfV,https://api.spotify.com/v1/audio-analysis/77mT8LF6gDOLZNOjUhmwfV,271800,4.0,James Vincent McMorrow,"['indie anthem-folk', 'indie folk', 'irish singer-songwriter', 'neo mellow']",65.0,51.0
2017,I Should Go (with Kenny Beats),0.855,0.583,9.0,-5.277,0.0,0.074,0.196,0.000276,0.0766,0.902,134.953,track,1subuniaapYh57OR5rY7rX,spotify:track:1subuniaapYh57OR5rY7rX,https://api.spotify.com/v1/tracks/1subuniaapYh57OR5rY7rX,https://api.spotify.com/v1/audio-analysis/1subuniaapYh57OR5rY7rX,144227,4.0,James Vincent McMorrow,"['indie anthem-folk', 'indie folk', 'irish singer-songwriter', 'neo mellow']",65.0,55.0
2018,Free tuition is not enough,,,,,,,,,,,,episode,6rK1ZFfW9tvueMdKnVECpC,,,,0,,The Impact,podcast,,
2019,Where the US already has a border wall,,,,,,,,,,,,episode,6zSZfBMS0MmHH3ZLJqic4M,,,,0,,The Impact,podcast,,
2020,Family Dollar(s),,,,,,,,,,,,episode,4nwcWSnjwfLvaEhPzo1QlZ,,,,0,,The Impact,podcast,,
2021,Green New Germany,,,,,,,,,,,,episode,7KP7R9zsmW2BvFYLUNpAdV,,,,0,,The Impact,podcast,,
2022,Somebody That I Used To Know,0.864,0.495,0.0,-7.036,1.0,0.037,0.591,0.000133,0.0992,0.72,129.062,track,4wCmqSrbyCgxEXROQE6vtV,spotify:track:4wCmqSrbyCgxEXROQE6vtV,https://api.spotify.com/v1/tracks/4wCmqSrbyCgxEXROQE6vtV,https://api.spotify.com/v1/audio-analysis/4wCmqSrbyCgxEXROQE6vtV,244973,4.0,Gotye,['australian pop'],74.0,77.0
2023,Smoke And Mirrors,0.375,0.9,10.0,-6.287,0.0,0.13,0.108,0.198,0.296,0.623,186.22,track,0wm2hhtpRDtidodGobkttG,spotify:track:0wm2hhtpRDtidodGobkttG,https://api.spotify.com/v1/tracks/0wm2hhtpRDtidodGobkttG,https://api.spotify.com/v1/audio-analysis/0wm2hhtpRDtidodGobkttG,313080,3.0,Gotye,['australian pop'],74.0,41.0
2024,My O My,0.685,0.523,5.0,-9.678,1.0,0.0455,0.715,0.0618,0.115,0.355,144.952,track,4o0WVQ1wjQOHr8i3hzfDYQ,spotify:track:4o0WVQ1wjQOHr8i3hzfDYQ,https://api.spotify.com/v1/tracks/4o0WVQ1wjQOHr8i3hzfDYQ,https://api.spotify.com/v1/audio-analysis/4o0WVQ1wjQOHr8i3hzfDYQ,190345,4.0,Cospe,['chill beats'],44.0,36.0
2025,The Long Way Home,0.707,0.713,8.0,-8.445,1.0,0.0561,0.134,0.0787,0.203,0.493,98.979,track,0449BoXxYQRGbzfmWzbZpw,spotify:track:0449BoXxYQRGbzfmWzbZpw,https://api.spotify.com/v1/tracks/0449BoXxYQRGbzfmWzbZpw,https://api.spotify.com/v1/audio-analysis/0449BoXxYQRGbzfmWzbZpw,254545,4.0,Cozmoe,[],41.0,44.0
2026,Gone,0.767,0.425,5.0,-13.863,0.0,0.0652,0.317,0.198,0.0832,0.542,102.008,track,20aUwrJ5GXdwFW5YgEyUiP,spotify:track:20aUwrJ5GXdwFW5YgEyUiP,https://api.spotify.com/v1/tracks/20aUwrJ5GXdwFW5YgEyUiP,https://api.spotify.com/v1/audio-analysis/20aUwrJ5GXdwFW5YgEyUiP,203768,4.0,James Vincent McMorrow,"['indie anthem-folk', 'indie folk', 'irish singer-songwriter', 'neo mellow']",65.0,50.0
2027,Get Low,0.513,0.21,5.0,-12.912,1.0,0.11,0.286,0.00438,0.114,0.147,149.997,track,1CYiC5bLfwoHsvSpisiOto,spotify:track:1CYiC5bLfwoHsvSpisiOto,https://api.spotify.com/v1/tracks/1CYiC5bLfwoHsvSpisiOto,https://api.spotify.com/v1/audio-analysis/1CYiC5bLfwoHsvSpisiOto,250479,4.0,James Vincent McMorrow,"['indie anthem-folk', 'indie folk', 'irish singer-songwriter', 'neo mellow']",65.0,45.0
2028,Cavalier,0.411,0.296,11.0,-8.177,1.0,0.0404,0.911,0.000115,0.223,0.0398,111.598,track,4Q3m2WAmHWXJYSTvDdifXZ,spotify:track:4Q3m2WAmHWXJYSTvDdifXZ,https://api.spotify.com/v1/tracks/4Q3m2WAmHWXJYSTvDdifXZ,https://api.spotify.com/v1/audio-analysis/4Q3m2WAmHWXJYSTvDdifXZ,283173,1.0,James Vincent McMorrow,"['indie anthem-folk', 'indie folk', 'irish singer-songwriter', 'neo mellow']",65.0,46.0
2029,Week 9 Studs & Stinkers + Signs of the Times - Fantasy Football Podcast for 11/9,,,,,,,,,,,,episode,2uUQIGGrUQmP7MpKzLwAvD,,,,0,,Fantasy Footballers - Fantasy Football Podcast,podcast,,
2030,Week 9 Fantasy Football Recap,,,,,,,,,,,,episode,7KIZvd3jrlIIcwVx4VCNNr,,,,0,,The Rant with Jeff Ratcliffe,podcast,,
2031,Can't Get Over You,0.637,0.551,11.0,-13.53,1.0,0.0801,0.271,0.868,0.229,0.469,117.99,track,4Tvp6tIYddlVCzJ6vx3vfE,spotify:track:4Tvp6tIYddlVCzJ6vx3vfE,https://api.spotify.com/v1/tracks/4Tvp6tIYddlVCzJ6vx3vfE,https://api.spotify.com/v1/audio-analysis/4Tvp6tIYddlVCzJ6vx3vfE,192205,4.0,Godford,[],45.0,40.0
2032,Jakarta,0.647,0.766,10.0,-8.941,1.0,0.0473,0.778,0.934,0.0805,0.333,124.929,track,05rQuHa8lWk9PTpQUqcO31,spotify:track:05rQuHa8lWk9PTpQUqcO31,https://api.spotify.com/v1/tracks/05rQuHa8lWk9PTpQUqcO31,https://api.spotify.com/v1/audio-analysis/05rQuHa8lWk9PTpQUqcO31,236760,4.0,Bonsaye,[],51.0,53.0
2033,Fauvette,0.676,0.572,8.0,-10.557,1.0,0.0405,0.0449,0.863,0.0979,0.0398,149.997,track,358bemRZ05DJdxpdp32pKx,spotify:track:358bemRZ05DJdxpdp32pKx,https://api.spotify.com/v1/tracks/358bemRZ05DJdxpdp32pKx,https://api.spotify.com/v1/audio-analysis/358bemRZ05DJdxpdp32pKx,117600,4.0,Charlie,[],50.0,31.0
2034,Attics and Basements,0.643,0.408,3.0,-9.566,1.0,0.0355,0.711,0.925,0.105,0.102,80.031,track,4zcEwNyudSakPgaHxmrIMs,spotify:track:4zcEwNyudSakPgaHxmrIMs,https://api.spotify.com/v1/tracks/4zcEwNyudSakPgaHxmrIMs,https://api.spotify.com/v1/audio-analysis/4zcEwNyudSakPgaHxmrIMs,196373,4.0,Cloudchord,"['chillhop', 'focus beats', 'lo-fi beats']",58.0,34.0
2035,Better Than You Think,0.746,0.6,1.0,-11.737,0.0,0.0402,0.00505,0.935,0.103,0.094,112.029,track,4JLdjEPwa80Kfn1tOl0Rdb,spotify:track:4JLdjEPwa80Kfn1tOl0Rdb,https://api.spotify.com/v1/tracks/4JLdjEPwa80Kfn1tOl0Rdb,https://api.spotify.com/v1/audio-analysis/4JLdjEPwa80Kfn1tOl0Rdb,403588,4.0,Mr. Tape,[],45.0,34.0
2036,Before U Met My Body,0.284,0.831,1.0,-5.664,0.0,0.168,0.00297,0.0248,0.0883,0.222,215.509,track,2ogHIVsEXb5BuuSwr9J0im,spotify:track:2ogHIVsEXb5BuuSwr9J0im,https://api.spotify.com/v1/tracks/2ogHIVsEXb5BuuSwr9J0im,https://api.spotify.com/v1/audio-analysis/2ogHIVsEXb5BuuSwr9J0im,239813,4.0,Touch Sensitive,"['alternative dance', 'aussietronica', 'nu disco']",54.0,48.0
2037,Someone Else’s Dream (slenderbodies Remix),0.634,0.598,1.0,-7.782,0.0,0.0461,0.423,0.000977,0.207,0.39,93.975,track,6ERTwRvKvqQdaTjO2lA47Y,spotify:track:6ERTwRvKvqQdaTjO2lA47Y,https://api.spotify.com/v1/tracks/6ERTwRvKvqQdaTjO2lA47Y,https://api.spotify.com/v1/audio-analysis/6ERTwRvKvqQdaTjO2lA47Y,177913,4.0,Absofacto,"['indie psych-pop', 'shimmer psych']",66.0,43.0
2038,Wandering Souls,0.605,0.655,11.0,-7.946,1.0,0.0294,0.291,0.0445,0.0937,0.0719,124.008,track,6dCQzQULhKa0uPnceMfgTZ,spotify:track:6dCQzQULhKa0uPnceMfgTZ,https://api.spotify.com/v1/tracks/6dCQzQULhKa0uPnceMfgTZ,https://api.spotify.com/v1/audio-analysis/6dCQzQULhKa0uPnceMfgTZ,246779,4.0,Tom Budin,"['deep groove house', 'electro house', 'house', 'slap house']",52.0,46.0
2039,443: 15 Transactions for Week 10,,,,,,,,,,,,episode,5Z6cReNWHihnwsFAJ7s5HA,,,,0,,The Late-Round Podcast,podcast,,
2040,Week 10 Waiver Wire,,,,,,,,,,,,episode,1ut7bgn7JFa6Y7jq89FvBb,,,,0,,The Rant with Jeff Ratcliffe,podcast,,
2041,"Week 10 Waivers + Full Stream Ahead, Ride the Lightning - Fantasy Football Podcast for 11/10",,,,,,,,,,,,episode,3GE8XiuSXMCmOD3IWoOAUT,,,,0,,Fantasy Footballers - Fantasy Football Podcast,podcast,,
2042,444: 10 Trends for Week 10,,,,,,,,,,,,episode,4RA6q6qDH00M3xsj7wsxtj,,,,0,,The Late-Round Podcast,podcast,,
2043,How Taiwan got Medicare-for-All,,,,,,,,,,,,episode,0GlFXEfRBeX5aItBpNmn1i,,,,0,,The Impact,podcast,,
2044,Duke Johnson final destiny,,,,,,,,,,,,episode,638eajpx8aIqVnCo9xCvww,,,,0,,RotoUnderworld Radio - Fantasy Football Show,podcast,,
2045,The Impact of 2020,0.229,0.942,7.0,-3.974,1.0,0.08,2.42e-05,0.000902,0.466,0.14,172.672,track,6IzwxSEiPDhdNCAQQp03vZ,spotify:track:6IzwxSEiPDhdNCAQQp03vZ,https://api.spotify.com/v1/tracks/6IzwxSEiPDhdNCAQQp03vZ,https://api.spotify.com/v1/audio-analysis/6IzwxSEiPDhdNCAQQp03vZ,218547,4.0,The Impact,"['christian metal', 'christian metalcore', 'melodic metalcore', 'metalcore', 'pop punk', 'post-hardcore', 'screamo', 'tampa indie']",61.0,26.0
2046,How to stop an epidemic,,,,,,,,,,,,episode,3SwfbJ68WFJ21Y3QYbCLcF,,,,0,,The Impact,podcast,,
2047,The Short End,0.405,0.0962,4.0,-24.32,1.0,0.0467,0.911,0.945,0.118,0.0677,170.6,track,7Mid4ncLDo2TxgenAfLZrb,spotify:track:7Mid4ncLDo2TxgenAfLZrb,https://api.spotify.com/v1/tracks/7Mid4ncLDo2TxgenAfLZrb,https://api.spotify.com/v1/audio-analysis/7Mid4ncLDo2TxgenAfLZrb,116000,3.0,Sean Angus Watson,[],51.0,28.0
